,AtBat,Inning,Batter,Pitcher,Outs,Bases,Score,Play,PitchSeq,lastEvent,LI,RE,WE,WPA,RE24,Year,Game,InningNum
7445,26,▼ 3,J Altuve,S Strasburg,2,___,2-2,Jose Altuve reached on error to shortstop (Grounder). Error by Trea Turner.,"Called Strike, Ball, Ball, Foul Ball, Ball, Error",Error,0.47,0.11,52.6%,0.014,0.13,2019,2, 3
7446,27,▼ 3,M Brantley,S Strasburg,2,1__,2-2,Michael Brantley singled to right (Liner). Jose Altuve advanced to 3B.,"Pickoff Throw (First Base), Ball, Pickoff Throw (First Base), Pickoff Throw (First Base), Called Strike, Foul Ball, Foul Ball, Pickoff Throw (First Base), Foul Ball, Single",Single,0.92,0.24,55.6%,0.029,0.27,2019,2, 3
7447,28,▼ 3,A Bregman,S Strasburg,2,1_3,2-2,Alex Bregman reached on fielder's choice to shortstop. Michael Brantley out at second.,Fielder's Choice,Fielders Choice,1.99,0.51,50.0%,-0.056,-0.51,2019,2, 3
7448,29,▲ 4,A Cabrera,J Verlander,0,___,2-2,Asdrubal Cabrera struck out swinging.,"Ball, Swinging Strike, Swinging Strike, Strikeout Swinging",Strikeout,1.08,0.52,52.8%,-0.028,-0.24,2019,2, 4
7449,30,▲ 4,R Zimmerman,J Verlander,1,___,2-2,Ryan Zimmerman singled to pitcher (Grounder).,"Ball, Called Strike, Called Strike, Single",Single,0.78,0.27,49.8%,0.03,0.27,2019,2, 4
7450,31,▲ 4,K Suzuki,J Verlander,1,1__,2-2,Kurt Suzuki flied out to left.,"Ball, Fly Out",Fly Out,1.43,0.54,53.2%,-0.035,-0.3,2019,2, 4
7451,32,▲ 4,V Robles,J Verlander,2,1__,2-2,Victor Robles flied out to second.,Fly Out,Fly Out,1.0,0.24,56.1%,-0.028,-0.24,2019,2, 4
7452,33,▼ 4,Y Gurriel,S Strasburg,0,___,2-2,Yuli Gurriel struck out swinging.,"Called Strike, Foul Ball, Strikeout Swinging",Strikeout,1.07,0.52,53.3%,-0.027,-0.24,2019,2, 4
7453,34,▼ 4,Y Alvarez,S Strasburg,1,___,2-2,Yordan Alvarez singled to right (Grounder).,"Ball, Ball, Single",Single,0.78,0.27,56.3%,0.03,0.27,2019,2, 4
7454,35,▼ 4,C Correa,S Strasburg,1,1__,2-2,Carlos Correa grounded out to third. Yordan Alvarez advanced to 2B.,"Foul Ball, Ball, Ground Out",Ground Out,1.42,0.54,54.1%,-0.022,-0.21,2019,2, 4
7455,36,▼ 4,R Chirinos,S Strasburg,2,_2_,2-2,Robinson Chirinos struck out swinging.,"Foul Ball, Swinging Strike, Foul Ball, Ball, Strikeout Swinging",Strikeout,1.45,0.33,50.0%,-0.041,-0.33,2019,2, 4
7456,37,▲ 5,T Turner,J Verlander,0,___,2-2,Trea Turner singled to right (Fly).,"Swinging Strike, Called Strike, Single",Single,1.19,0.52,45.3%,0.047,0.39,2019,2, 5
7457,38,▲ 5,A Eaton,J Verlander,0,1__,2-2,Adam Eaton grounded into a double play to shortstop (Grounder). Trea Turner out at second.,"Pickoff Throw (First Base), Ball, Foul Ball, Ball, Foul Ball, Grounded Into Double Play",Grounded Into Double Play,1.91,0.91,55.2%,-0.099,-0.8,2019,2, 5
7458,39,▲ 5,A Rendon,J Verlander,2,___,2-2,Anthony Rendon walked.,"Called Strike, Ball, Swinging Strike, Ball, Foul Ball, Ball, Walked",Walk,0.57,0.11,53.6%,0.017,0.13,2019,2, 5
7459,40,▲ 5,J Soto,J Verlander,2,1__,2-2,Juan Soto grounded out to first.,"Ball, Ball, Called Strike, Foul Ball, Ball, Ground Out",Ground Out,1.11,0.24,56.7%,-0.032,-0.24,2019,2, 5
7460,41,▼ 5,J Reddick,S Strasburg,0,___,2-2,Josh Reddick grounded out to first.,"Ball, Foul Ball, Ground Out",Ground Out,1.17,0.52,53.7%,-0.03,-0.24,2019,2, 5
7461,42,▼ 5,G Springer,S Strasburg,1,___,2-2,George Springer grounded out to shortstop.,"Ball, Ground Out",Ground Out,0.87,0.27,51.5%,-0.022,-0.17,2019,2, 5
7462,43,▼ 5,J Altuve,S Strasburg,2,___,2-2,Jose Altuve singled to left (Grounder).,"Called Strike, Single",Single,0.58,0.11,53.2%,0.017,0.13,2019,2, 5
7463,44,▼ 5,M Brantley,S Strasburg,2,1__,2-2,Michael Brantley flied out to center.,"Ball, Pickoff Throw (First Base), Called Strike, Foul Ball, Foul Ball, Pickoff Throw (First Base), Foul Ball, Pickoff Throw (First Base), Ball, Catcher Pickoff Throw (First Base), Fly Out",Fly Out,1.11,0.24,50.0%,-0.032,-0.24,2019,2, 5
7464,45,▲ 6,H Kendrick,J Verlander,0,___,2-2,Howie Kendrick flied out to center.,"Called Strike, Ball, Called Strike, Ball, Fly Out",Fly Out,1.34,0.52,53.4%,-0.034,-0.24,2019,2, 6
7465,46,▲ 6,A Cabrera,J Verlander,1,___,2-2,Asdrubal Cabrera struck out swinging.,"Called Strike, Ball, Ball, Called Strike, Ball, Strikeout Swinging",Strikeout,0.99,0.27,55.9%,-0.025,-0.17,2019,2, 6
7466,47,▲ 6,R Zimmerman,J Verlander,2,___,2-2,Ryan Zimmerman grounded out to shortstop.,"Swinging Strike, Ball, Swinging Strike, Ground Out",Ground Out,0.66,0.11,57.6%,-0.017,-0.11,2019,2, 6
7467,48,▼ 6,A Bregman,S Strasburg,0,___,2-2,Alex Bregman grounded out to shortstop.,"Foul Ball, Ball, Called Strike, Ball, Ground Out",Ground Out,1.32,0.52,54.2%,-0.034,-0.24,2019,2, 6
7468,49,▼ 6,Y Gurriel,S Strasburg,1,___,2-2,Yuli Gurriel doubled to left (Liner).,"Foul Ball, Foul Ball, Ball, Ball, Foul Ball, Ball, Double",Double,0.99,0.27,60.5%,0.063,0.42,2019,2, 6
7469,50,▼ 6,Y Alvarez,S Strasburg,1,_2_,2-2,Yordan Alvarez was intentionally walked.,"Ball, Ball, Intentional Ball, Intentionally Walked",Walk,1.83,0.69,62.8%,0.022,0.24,2019,2, 6
7470,51,▼ 6,C Correa,S Strasburg,1,12_,2-2,Carlos Correa flied out to second.,"Foul Ball, Ball, Foul Ball, Ball, Ball, Fly Out",Fly Out,2.76,0.93,56.5%,-0.063,-0.48,2019,2, 6
7471,52,▼ 6,K Tucker,S Strasburg,2,12_,2-2,Kyle Tucker struck out looking.,"Ball, Ball, Called Strike, Swinging Strike, Foul Ball, Foul Ball, Ball, Strikeout Looking",Strikeout,2.5,0.45,50.0%,-0.065,-0.45,2019,2, 6
7472,53,▲ 7,K Suzuki,J Verlander,0,___,2-2,Kurt Suzuki homered (Fly).,"Ball, Home Run",Home Run,1.54,0.52,30.8%,0.192,1.0,2019,2, 7
7473,54,▲ 7,V Robles,J Verlander,0,___,2-3,Victor Robles walked.,"Called Strike, Ball, Ball, Foul Ball, Ball, Foul Ball, Walked",Walk,1.0,0.52,27.1%,0.038,0.39,2019,2, 7
7474,55,▲ 7,T Turner,R Pressly,0,1__,2-3,Trea Turner walked. Victor Robles advanced to 2B.,"Ball, Ball, Ball, Called Strike, Foul Ball, Walked",Walk,1.53,0.91,21.6%,0.055,0.61,2019,2, 7
7475,56,▲ 7,A Eaton,R Pressly,0,12_,2-3,"Adam Eaton sacrificed to pitcher (Bunt Grounder). Victor
Robles advanced to 3B. Trea Turner advanced to 2B.",Sacrifice,Sacrifice,1.78,1.52,21.4%,0.002,-0.09,2019,2, 7
7476,57,▲ 7,A Rendon,R Pressly,1,_23,2-3,Anthony Rendon flied out to center.,"Swinging Strike, Ball, Fly Out",Fly Out,1.66,1.43,30.0%,-0.086,-0.81,2019,2, 7
7477,58,▲ 7,J Soto,R Pressly,2,_23,2-3,Juan Soto was intentionally walked.,"Intentional Ball, Intentional Ball, Intentional Ball, Intentionally Walked",Walk,2.19,0.61,28.8%,0.012,0.17,2019,2, 7
7478,59,▲ 7,H Kendrick,R Pressly,2,123,2-3,"Howie Kendrick singled to third (Grounder). Victor Robles
scored. Trea Turner advanced to 3B. Juan Soto advanced to 2B.","Called Strike, Single",Single,3.06,0.78,17.3%,0.115,1.0,2019,2, 7
7479,60,▲ 7,A Cabrera,R Pressly,2,123,2-4,"Asdrubal Cabrera singled to center (Liner). Trea Turner
scored. Juan Soto scored. Howie Kendrick advanced to 2B.","Ball, Swinging Strike, Foul Ball, Single",Single,1.9,0.78,6.1%,0.111,1.66,2019,2, 7
7480,61,▲ 7,H Kendrick,R Pressly,2,12_,2-6,Asdrubal Cabrera advanced on a wild pitch to 2B.,,Stolen Base,0.41,0.45,5.8%,0.004,0.17,2019,2, 7
7481,62,▲ 7,R Zimmerman,R Pressly,2,_23,2-6,"Ryan Zimmerman singled to third (Grounder). Howie Kendrick
scored. Asdrubal Cabrera scored on error. Ryan Zimmerman advanced to 2B. Error by Alex Bregman.","Swinging Strike, Ball, (Wild Pitch), Called Strike, Ball, Ball, Single",Single,0.47,0.61,1.8%,0.04,1.72,2019,2, 7
7482,63,▲ 7,K Suzuki,J James,2,_2_,2-8,Kurt Suzuki grounded out to shortstop.,"Called Strike, Ground Out",Ground Out,0.1,0.33,2.0%,-0.003,-0.33,2019,2, 7
7483,64,▼ 7,J Reddick,F Rodney,0,___,2-8,Josh Reddick walked.,"Ball, Ball, Foul Ball, Foul Ball, Foul Ball, Ball, Walked",Walk,0.26,0.52,3.2%,0.012,0.39,2019,2, 7
7484,65,▼ 7,G Springer,F Rodney,0,1__,2-8,George Springer reached on fielder's choice to third. Josh Reddick out at second.,"Ball, Called Strike, Ball, Foul Ball, Fielder's Choice",Fielders Choice,0.49,0.91,2.1%,-0.011,-0.37,2019,2, 7
7485,66,▼ 7,J Altuve,F Rodney,1,1__,2-8,Jose Altuve flied out to shortstop.,"Called Strike, Foul Ball, Pickoff Throw (First Base), Foul Ball, Fly Out",Fly Out,0.32,0.54,1.3%,-0.008,-0.3,2019,2, 7
7486,67,▼ 7,M Brantley,F Rodney,2,1__,2-8,Michael Brantley grounded out to first.,"Called Strike, Ball, Foul Ball, Ball, Ground Out",Ground Out,0.15,0.24,0.8%,-0.005,-0.24,2019,2, 7
7487,68,▲ 8,V Robles,J James,0,___,2-8,Victor Robles reached on dropped third strike (pb). Passed ball by Martin Maldonado.,"Swinging Strike, Foul Ball, Ball, Foul Ball, Dropped Third Strike (PB)",Dropped Third Strike PB,0.03,0.52,0.7%,0.001,0.39,2019,2, 8
7488,69,▲ 8,T Turner,J James,0,1__,2-8,Trea Turner struck out swinging.,"Called Strike, Called Strike, Strikeout Swinging",Strikeout,0.05,0.91,0.8%,-0.001,-0.37,2019,2, 8
7489,70,▲ 8,A Eaton,J James,1,1__,2-8,Adam Eaton homered (Fly). Victor Robles scored.,Home Run,Home Run,0.04,0.54,0.2%,0.006,1.74,2019,2, 8
7490,71,▲ 8,A Rendon,J James,1,___,2-10,Anthony Rendon struck out swinging.,"Ball, Called Strike, Called Strike, Ball, Strikeout Swinging",Strikeout,0.01,0.27,0.2%,0.0,-0.17,2019,2, 8
7491,72,▲ 8,J Soto,J James,2,___,2-10,Juan Soto walked.,"Ball, Swinging Strike, Ball, Ball, Called Strike, Walked",Walk,0.01,0.11,0.2%,0.0,0.13,2019,2, 8
7492,73,▲ 8,H Kendrick,J James,2,1__,2-10,Howie Kendrick singled to left (Liner). Juan Soto advanced to 2B.,"Called Strike, Ball, Called Strike, Ball, Single",Single,0.01,0.24,0.2%,0.0,0.21,2019,2, 8
7493,74,▲ 8,A Cabrera,H Rondon,2,12_,2-10,Asdrubal Cabrera singled to center (Liner). Juan Soto scored. Howie Kendrick advanced to 3B.,"Ball, Ball, Foul Tip, Foul Ball, Single",Single,0.01,0.45,0.1%,0.001,1.06,2019,2, 8
7494,75,▲ 8,R Zimmerman,H Rondon,2,1_3,2-11,Ryan Zimmerman grounded out to second.,"Called Strike, Ball, Ground Out",Ground Out,0.01,0.51,0.1%,0.0,-0.51,2019,2, 8
7495,76,▼ 8,A Bregman,T Rainey,0,___,2-11,Alex Bregman flied out to right.,Fly Out,Fly Out,0.01,0.52,0.1%,-0.001,-0.24,2019,2, 8
7496,77,▼ 8,Y Gurriel,T Rainey,1,___,2-11,Yuli Gurriel flied out to center.,"Foul Ball, Foul Ball, Ball, Ball, Foul Ball, Foul Ball, Fly Out",Fly Out,0.01,0.27,0.0%,0.0,-0.17,2019,2, 8
7497,78,▼ 8,Y Alvarez,T Rainey,2,___,2-11,Yordan Alvarez struck out swinging.,"Called Strike, Ball, Swinging Strike, Strikeout Swinging",Strikeout,0.0,0.11,0.0%,0.0,-0.11,2019,2, 8
7498,79,▲ 9,K Suzuki,C Devenski,0,___,2-11,Kurt Suzuki grounded out to third.,"Called Strike, Ball, Ground Out",Ground Out,0.0,0.52,0.0%,0.0,-0.24,2019,2, 9
7499,80,▲ 9,M Taylor,C Devenski,1,___,2-11,Michael A. Taylor homered (Fly).,Home Run,Home Run,0.0,0.27,0.0%,0.0,1.0,2019,2, 9
7500,81,▲ 9,T Turner,C Devenski,1,___,2-12,Trea Turner struck out swinging.,"Called Strike, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.0,0.27,0.0%,0.0,-0.17,2019,2, 9
7501,82,▲ 9,G Parra,C Devenski,2,___,2-12,Gerardo Parra flied out to center.,"Foul Ball, Ball, Foul Ball, Ball, Foul Ball, Foul Ball, Fly Out",Fly Out,0.0,0.11,0.0%,0.0,-0.11,2019,2, 9
7502,83,▼ 9,C Correa,J Guerra,0,___,2-12,Carlos Correa flied out to center.,"Ball, Fly Out",Fly Out,0.0,0.52,0.0%,0.0,-0.24,2019,2, 9
7503,84,▼ 9,M Maldonado,J Guerra,1,___,2-12,Martin Maldonado homered (Fly).,"Ball, Home Run",Home Run,0.0,0.27,0.0%,0.0,1.0,2019,2, 9
7504,85,▼ 9,J Reddick,J Guerra,1,___,3-12,Josh Reddick grounded out to second.,Ground Out,Ground Out,0.0,0.27,0.0%,0.0,-0.17,2019,2, 9
7505,86,▼ 9,G Springer,J Guerra,2,___,3-12,George Springer reached on error to third (Grounder). Error by Anthony Rendon.,"Ball, Ball, Error",Error,0.0,0.11,0.0%,0.0,0.13,2019,2, 9
7506,87,▼ 9,J Altuve,J Guerra,2,1__,3-12,Jose Altuve singled to center (Liner). George Springer advanced to 2B.,Single,Single,0.0,0.24,0.0%,0.0,0.21,2019,2, 9
7507,88,▼ 9,J Marisnick,J Guerra,2,12_,3-12,Jake Marisnick grounded out to third.,"Foul Ball, Ball, Foul Ball, Ball, Foul Ball, Ground Out",Ground Out,0.0,0.45,0.0%,0.0,-0.45,2019,2, 9
7508,1,▲ 1,G Springer,J Ross,0,___,0-0,George Springer walked.,"Called Strike, Foul Ball, No Result, Ball, Ball, Foul Ball, Ball, Foul Ball, Walked",Walk,0.87,0.55,46.5%,0.035,0.4,2019,5, 1
7509,2,▲ 1,J Altuve,J Ross,0,1__,0-0,Jose Altuve grounded into a double play to shortstop (Grounder). George Springer out at second.,Grounded Into Double Play,Grounded Into Double Play,1.4,0.95,53.9%,-0.074,-0.83,2019,5, 1
7510,3,▲ 1,M Brantley,J Ross,2,___,0-0,Michael Brantley grounded out to second.,"Called Strike, Ball, Foul Ball, Ball, Ground Out",Ground Out,0.41,0.12,55.0%,-0.011,-0.11,2019,5, 1
7511,4,▼ 1,T Turner,G Cole,0,___,0-0,Trea Turner struck out swinging.,"Called Strike, Ball, Called Strike, Ball, Ball, Foul Ball, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,0.87,0.55,52.7%,-0.023,-0.26,2019,5, 1
7512,5,▼ 1,A Eaton,G Cole,1,___,0-0,Adam Eaton flied out to center.,"Called Strike, Foul Ball, Foul Ball, Ball, Foul Ball, Fly Out",Fly Out,0.63,0.29,51.1%,-0.016,-0.18,2019,5, 1
7513,6,▼ 1,A Rendon,G Cole,2,___,0-0,Anthony Rendon flied out to center.,"Called Strike, Fly Out",Fly Out,0.41,0.12,50.0%,-0.011,-0.11,2019,5, 1
7514,7,▲ 2,A Bregman,J Ross,0,___,0-0,Alex Bregman flied out to left.,"Ball, Ball, Fly Out",Fly Out,0.93,0.55,52.4%,-0.024,-0.26,2019,5, 2
7515,8,▲ 2,Y Gurriel,J Ross,1,___,0-0,Yuli Gurriel singled to third (Grounder).,"Ball, Ball, Single",Single,0.67,0.29,49.8%,0.026,0.27,2019,5, 2
7516,9,▲ 2,Y Alvarez,J Ross,1,1__,0-0,Yordan Alvarez homered (Fly). Yuli Gurriel scored.,"Called Strike, Ball, Ball, Home Run",Home Run,1.22,0.57,32.8%,0.17,1.73,2019,5, 2
7517,10,▲ 2,C Correa,J Ross,1,___,0-2,Carlos Correa struck out swinging.,"Foul Ball, Ball, Swinging Strike, Strikeout Swinging",Strikeout,0.52,0.29,34.1%,-0.013,-0.18,2019,5, 2
7518,11,▲ 2,M Maldonado,J Ross,2,___,0-2,Martin Maldonado grounded out to pitcher.,"Called Strike, Foul Ball, Ball, Ground Out",Ground Out,0.35,0.12,35.0%,-0.009,-0.11,2019,5, 2
7519,12,▼ 2,J Soto,G Cole,0,___,0-2,Juan Soto singled to right (Liner).,"Ball, Called Strike, Ball, Single",Single,0.97,0.55,39.0%,0.04,0.4,2019,5, 2
7520,13,▼ 2,H Kendrick,G Cole,0,1__,0-2,Howie Kendrick singled to center (Liner). Juan Soto advanced to 3B.,Single,Single,1.59,0.95,48.4%,0.094,0.96,2019,5, 2
7521,14,▼ 2,R Zimmerman,G Cole,0,1_3,0-2,Ryan Zimmerman struck out swinging.,"Called Strike, Ball, Swinging Strike, Strikeout Swinging",Strikeout,1.83,1.9,41.9%,-0.065,-0.67,2019,5, 2
7522,15,▼ 2,V Robles,G Cole,1,1_3,0-2,Victor Robles grounded into a double play to shortstop (Grounder). Howie Kendrick out at second.,"Called Strike, Swinging Strike, Grounded Into Double Play",Grounded Into Double Play,1.91,1.24,29.6%,-0.123,-1.23,2019,5, 2
7523,16,▲ 3,G Cole,J Ross,0,___,0-2,Gerrit Cole grounded out to third.,Ground Out,Ground Out,0.72,0.55,31.5%,-0.019,-0.26,2019,5, 3
7524,17,▲ 3,G Springer,J Ross,1,___,0-2,George Springer grounded out to third.,"Ball, Ground Out",Ground Out,0.54,0.29,32.8%,-0.014,-0.18,2019,5, 3
7525,18,▲ 3,J Altuve,J Ross,2,___,0-2,Jose Altuve singled to right (Liner).,"Called Strike, Ball, Single",Single,0.36,0.12,31.8%,0.01,0.13,2019,5, 3
7526,19,▲ 3,M Brantley,J Ross,2,1__,0-2,Michael Brantley flied out to center.,"Pickoff Throw (First Base), Ball, Pickoff Throw (First Base), Fly Out",Fly Out,0.68,0.25,33.8%,-0.02,-0.25,2019,5, 3
7527,20,▼ 3,Y Gomes,G Cole,0,___,0-2,Yan Gomes fouled out to first.,"Ball, Foul Ball, Foul Ball, Ball, Foul Fly Out",Foul Fly Out,1.05,0.55,31.0%,-0.027,-0.26,2019,5, 3
7528,21,▼ 3,J Ross,G Cole,1,___,0-2,Joe Ross struck out looking.,"Called Strike, Foul Ball, Ball, Strikeout Looking",Strikeout,0.75,0.29,29.1%,-0.019,-0.18,2019,5, 3
7529,22,▼ 3,T Turner,G Cole,2,___,0-2,Trea Turner flied out to left.,"Foul Ball, Swinging Strike, Ball, Fly Out",Fly Out,0.47,0.12,27.9%,-0.012,-0.11,2019,5, 3
7530,23,▲ 4,A Bregman,J Ross,0,___,0-2,Alex Bregman grounded out to shortstop.,"Ball, Swinging Strike, Ball, Called Strike, Ball, Foul Ball, Foul Ball, Ground Out",Ground Out,0.73,0.55,29.8%,-0.019,-0.26,2019,5, 4
7531,24,▲ 4,Y Gurriel,J Ross,1,___,0-2,Yuli Gurriel grounded out to second.,"Ball, Foul Ball, Ground Out",Ground Out,0.55,0.29,31.2%,-0.014,-0.18,2019,5, 4
7532,25,▲ 4,Y Alvarez,J Ross,2,___,0-2,Yordan Alvarez singled to right (Liner).,"Ball, Ball, Foul Ball, Ball, Swinging Strike, Foul Ball, Single",Single,0.37,0.12,30.2%,0.01,0.13,2019,5, 4
7533,26,▲ 4,Y Alvarez,J Ross,2,1__,0-2,Yordan Alvarez advanced on a wild pitch to 2B.,,Stolen Base,0.69,0.25,29.3%,0.009,0.09,2019,5, 4
7534,27,▲ 4,C Correa,J Ross,2,_2_,0-2,Carlos Correa homered (Fly). Yordan Alvarez scored.,"Foul Ball, Called Strike, Ball, Foul Ball, Foul Ball, Ball, (Wild Pitch), Home Run",Home Run,0.98,0.34,14.9%,0.144,1.77,2019,5, 4
7535,28,▲ 4,M Maldonado,J Ross,2,___,0-4,Martin Maldonado lined out to third.,Line Drive,Line Out,0.2,0.12,15.5%,-0.005,-0.11,2019,5, 4
7536,29,▼ 4,A Eaton,G Cole,0,___,0-4,Adam Eaton struck out looking.,"Called Strike, Swinging Strike, Foul Ball, Ball, Ball, Strikeout Looking",Strikeout,0.8,0.55,13.4%,-0.021,-0.26,2019,5, 4
7537,30,▼ 4,A Rendon,G Cole,1,___,0-4,Anthony Rendon walked.,"Ball, Ball, Foul Ball, Ball, Walked",Walk,0.55,0.29,15.7%,0.023,0.27,2019,5, 4
7538,31,▼ 4,J Soto,G Cole,1,1__,0-4,Juan Soto flied out to center.,"Ball, Called Strike, Ball, Swinging Strike, Fly Out",Fly Out,1.04,0.57,13.0%,-0.026,-0.32,2019,5, 4
7539,32,▼ 4,H Kendrick,G Cole,2,1__,0-4,Howie Kendrick reached on fielder's choice to shortstop. Anthony Rendon out at second.,"Ball, Foul Ball, Ball, Ball, Fielder's Choice",Fielders Choice,0.65,0.25,11.1%,-0.019,-0.25,2019,5, 4
7540,33,▲ 5,G Cole,J Ross,0,___,0-4,Gerrit Cole grounded out to second.,"Foul Ball, Swinging Strike, Ground Out",Ground Out,0.35,0.55,12.0%,-0.009,-0.26,2019,5, 5
7541,34,▲ 5,G Springer,J Ross,1,___,0-4,George Springer walked.,"Ball, Called Strike, Swinging Strike, Ball, Ball, Walked",Walk,0.27,0.29,11.1%,0.009,0.27,2019,5, 5
7542,35,▲ 5,J Altuve,J Ross,1,1__,0-4,Jose Altuve grounded into a double play to second (Grounder). George Springer out at second.,"Pickoff Throw (First Base), Called Strike, Called Strike, Grounded Into Double Play",Grounded Into Double Play,0.45,0.57,13.2%,-0.021,-0.57,2019,5, 5
7543,36,▼ 5,R Zimmerman,G Cole,0,___,0-4,Ryan Zimmerman fouled out to first.,Foul Fly Out,Foul Fly Out,0.81,0.55,11.1%,-0.021,-0.26,2019,5, 5
7544,37,▼ 5,V Robles,G Cole,1,___,0-4,Victor Robles struck out swinging.,"Called Strike, Called Strike, Strikeout Swinging",Strikeout,0.54,0.29,9.7%,-0.014,-0.18,2019,5, 5
7545,38,▼ 5,Y Gomes,G Cole,2,___,0-4,Yan Gomes flied out to right.,"Ball, Fly Out",Fly Out,0.31,0.12,8.9%,-0.008,-0.11,2019,5, 5
7546,39,▲ 6,M Brantley,T Rainey,0,___,0-4,Michael Brantley flied out to left.,"Ball, Called Strike, Foul Ball, Ball, Ball, Fly Out",Fly Out,0.3,0.55,9.7%,-0.008,-0.26,2019,5, 6
7547,40,▲ 6,A Bregman,T Rainey,1,___,0-4,Alex Bregman flied out to left.,Fly Out,Fly Out,0.23,0.29,10.2%,-0.006,-0.18,2019,5, 6
7548,41,▲ 6,Y Gurriel,T Rainey,2,___,0-4,Yuli Gurriel flied out to second.,"Ball, Fly Out",Fly Out,0.16,0.12,10.7%,-0.004,-0.11,2019,5, 6
7549,42,▼ 6,G Parra,G Cole,0,___,0-4,Gerardo Parra struck out swinging.,"Foul Ball, Swinging Strike, Strikeout Swinging",Strikeout,0.8,0.55,8.6%,-0.021,-0.26,2019,5, 6
7550,43,▼ 6,T Turner,G Cole,1,___,0-4,Trea Turner grounded out to first.,"Called Strike, Ball, Ball, Foul Ball, Foul Ball, Ground Out",Ground Out,0.52,0.29,7.2%,-0.013,-0.18,2019,5, 6
7551,44,▼ 6,A Eaton,G Cole,2,___,0-4,Adam Eaton struck out looking.,"Called Strike, Ball, Foul Ball, Ball, Ball, Strikeout Looking",Strikeout,0.29,0.12,6.4%,-0.008,-0.11,2019,5, 6
7552,45,▲ 7,Y Alvarez,S Doolittle,0,___,0-4,Yordan Alvarez singled to right (Grounder).,"Called Strike, Ball, Single",Single,0.24,0.55,5.6%,0.009,0.4,2019,5, 7
7553,46,▲ 7,C Correa,S Doolittle,0,1__,0-4,Carlos Correa grounded into a double play to third (Grounder). Jake Marisnick out at second.,Grounded Into Double Play,Grounded Into Double Play,0.34,0.95,7.5%,-0.019,-0.83,2019,5, 7
7554,47,▲ 7,M Maldonado,S Doolittle,2,___,0-4,Martin Maldonado walked.,"Ball, Ball, Foul Ball, Ball, Walked",Walk,0.13,0.12,7.2%,0.003,0.13,2019,5, 7
7555,48,▲ 7,G Cole,S Doolittle,2,1__,0-4,Gerrit Cole struck out swinging.,"Swinging Strike, Ball, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,0.23,0.25,7.9%,-0.007,-0.25,2019,5, 7
7556,49,▼ 7,A Rendon,G Cole,0,___,0-4,Anthony Rendon flied out to left.,"Foul Ball, Foul Ball, Fly Out",Fly Out,0.76,0.55,5.9%,-0.02,-0.26,2019,5, 7
7557,50,▼ 7,J Soto,G Cole,1,___,0-4,Juan Soto homered (Fly).,"Called Strike, Ball, Swinging Strike, Ball, Home Run",Home Run,0.48,0.29,10.8%,0.049,1.0,2019,5, 7
7558,51,▼ 7,H Kendrick,G Cole,1,___,1-4,Howie Kendrick struck out swinging.,"Ball, Ball, Called Strike, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,0.76,0.29,8.8%,-0.02,-0.18,2019,5, 7
7559,52,▼ 7,R Zimmerman,G Cole,2,___,1-4,Ryan Zimmerman walked.,"Called Strike, Ball, Called Strike, Ball, Ball, Walked",Walk,0.42,0.12,10.4%,0.015,0.13,2019,5, 7
7560,53,▼ 7,V Robles,G Cole,2,1__,1-4,Victor Robles struck out looking.,"Ball, Swinging Strike, Ball, Called Strike, Ball, Strikeout Looking",Strikeout,0.89,0.25,7.7%,-0.026,-0.25,2019,5, 7
7561,54,▲ 8,G Springer,D Hudson,0,___,1-4,George Springer doubled to center (Fly).,"Called Strike, Foul Tip, Double",Double,0.3,0.55,5.7%,0.021,0.64,2019,5, 8
7562,55,▲ 8,J Altuve,D Hudson,0,_2_,1-4,Jose Altuve grounded out to shortstop. George Springer advanced to 3B.,Ground Out,Ground Out,0.35,1.18,5.9%,-0.002,-0.2,2019,5, 8
7563,56,▲ 8,M Brantley,D Hudson,1,__3,1-4,Michael Brantley was intentionally walked.,"Intentional Ball, Intentional Ball, Intentional Ball, Intentionally Walked",Walk,0.5,0.98,5.5%,0.004,0.25,2019,5, 8
7564,57,▲ 8,A Bregman,D Hudson,1,1_3,1-4,Alex Bregman flied out to right.,Fly Out,Fly Out,0.6,1.24,7.8%,-0.022,-0.7,2019,5, 8
7565,58,▲ 8,Y Gurriel,D Hudson,2,1_3,1-4,Yuli Gurriel singled to center (Grounder). George Springer scored. Michael Brantley advanced to 3B.,"Ball, Foul Ball, Foul Ball, Ball, Single",Single,0.61,0.53,4.0%,0.038,1.0,2019,5, 8
7566,59,▲ 8,J Marisnick,D Hudson,2,1_3,1-5,Jake Marisnick struck out swinging.,"Called Strike, Swinging Strike, Ball, Ball, Ball, Strikeout Swinging",Strikeout,0.32,0.53,4.9%,-0.009,-0.53,2019,5, 8
7567,60,▼ 8,Y Gomes,J Smith,0,___,1-5,Yan Gomes singled to center (Grounder).,"Called Strike, Foul Ball, Foul Ball, Single",Single,0.67,0.55,8.0%,0.031,0.4,2019,5, 8
